TSTNO| VEHNO| IPNO| IPLOC| IPLOCD| IPCOM| IPCOMD| BIX| BIY| BIZ| AIX| AIY| AIZ| TSTREF 
4874|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|3546|-490|-307|3512|-482|-326|R30154
4874|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|3523|309|-308|3533|357|-303|R30154
4874|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|3567|-357|-300|3531|-336|-313|R30154
4874|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|3518|441|-305|3530|493|-314|R30154
4874|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|3588|-212|-307|3579|-195|-305|R30154
4874|1|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|3499|593|-312|3500|623|-331|R30154
4874|1|9|D|Driver Side|TPA3D|Toepan point A3, driver side|3467|-631|-235|3459|-615|-238|R30154
4874|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|3415|166|-230|3350|176|-214|R30154
4874|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|3478|-497|-232|3457|-473|-233|R30154
4874|1|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|3401|294|-240|3354|307|-221|R30154
4874|1|11|D|Driver Side|TPC3D|Toepan point C3, driver side|3469|-358|-234|3466|-337|-223|R30154
4874|1|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|3425|452|-222|3436|502|-250|R30154
4874|1|12|D|Driver Side|TPD3D|Toepan point D3, driver side|3473|-209|-233|3479|-197|-215|R30154
4874|1|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|3438|593|-224|3441|642|-254|R30154
4874|1|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|3325|-617|-237|3336|-602|-237|R30154
4874|1|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|3170|166|-207|3319|236|-232|R30154
4874|1|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|3331|-484|-234|3329|-474|-215|R30154
4874|1|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|3251|310|-219|3313|370|-237|R30154
4874|1|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|3334|-350|-239|3325|-326|-205|R30154
4874|1|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|3262|457|-207|3302|506|-241|R30154
4874|1|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|3336|-211|-227|3335|-191|-204|R30154
4874|1|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|3296|577|-233|3309|646|-259|R30154
4874|1|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|3188|-616|-239|3189|-573|-233|R30154
4874|1|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|3143|184|-207|3189|232|-230|R30154
4874|1|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|3188|-484|-230|3191|-440|-223|R30154
4874|1|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|3125|315|-204|3181|369|-234|R30154
4874|1|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|3190|-347|-226|3197|-308|-225|R30154
4874|1|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|3137|457|-208|3174|505|-236|R30154
4874|1|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|3192|-200|-232|3204|-180|-214|R30154
4874|1|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|3160|581|-221|3175|641|-246|R30154
4874|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|3513|-376|-469|3486|-378|-472|R30154
4874|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|3129|-531|-730|3125|-518|-733|R30154
4874|1|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|3134|208|-725|3146|232|-737|R30154
4874|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|3139|-225|-729|3137|-214|-721|R30154
4874|1|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|3137|509|-722|3147|530|-739|R30154
4874|1|24|C|Steering Column|SC|Steering column|2970|-375|-917|2957|-365|-922|R30154
4874|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|2950|-670|-349|2949|-661|-343|R30154
4874|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|2922|669|-333|2949|710|-348|R30154
4875|1|1|D|Driver Side|TPA1D|Toepan point A1, driver side|3339|-587|-666|3227|-539|-662|R35606
4875|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3430|195|-621|3405|205|-665|R35606
4875|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3468|-467|-618|3328|-412|-616|R35606
4875|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3442|305|-612|3430|338|-640|R35606
4875|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3445|-349|-607|3384|-316|-608|R35606
4875|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3441|437|-613|3436|457|-641|R35606
4875|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3475|-222|-613|3421|-185|-613|R35606
4875|1|4|P|Passenger Side|TPD1P|Toepan point D1, passenger side|3365|555|-617|3359|587|-639|R35606
4875|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|3297|-580|-620|3193|-547|-608|R35606
4875|1|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|3375|194|-550|3365|212|-562|R35606
4875|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|3361|-451|-549|3270|-403|-545|R35606
4875|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|3362|326|-550|3368|346|-567|R35606
4875|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|3367|-337|-551|3306|-290|-527|R35606
4875|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|3370|453|-555|3375|468|-574|R35606
4875|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|3391|-224|-548|3375|-191|-539|R35606
4875|1|8|P|Passenger Side|TPD2P|Toepan point D2, passenger side|3341|575|-555|3343|589|-577|R35606
4875|1|9|D|Driver Side|TPA3D|Toepan point A3, driver side|3249|-572|-513|3236|-540|-480|R35606
4875|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|3273|218|-513|3263|230|-539|R35606
4875|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|3258|-457|-509|3242|-416|-459|R35606
4875|1|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|3271|341|-515|3265|339|-530|R35606
4875|1|11|D|Driver Side|TPC3D|Toepan point C3, driver side|3256|-341|-506|3237|-299|-471|R35606
4875|1|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|3268|455|-517|3268|464|-536|R35606
4875|1|12|D|Driver Side|TPD3D|Toepan point D3, driver side|3261|-216|-515|3227|-171|-500|R35606
4875|1|12|P|Passenger Side|TPD3P|Toepan point D3, passenger side|3282|573|-528|3277|587|-544|R35606
4875|1|13|D|Driver Side|FBA4D|Floorboard point A4, driver side|3158|-580|-512|3138|-537|-474|R35606
4875|1|13|P|Passenger Side|FBA4P|Floorboard point A4, passenger side|3170|222|-509|3163|252|-536|R35606
4875|1|14|D|Driver Side|FBB4D|Floorboard point B4, driver side|3159|-458|-508|3138|-415|-464|R35606
4875|1|14|P|Passenger Side|FBB4P|Floorboard point B4, passenger side|3170|331|-519|3172|352|-536|R35606
4875|1|15|D|Driver Side|FBC4D|Floorboard point C4, driver side|3156|-345|-501|3136|-300|-475|R35606
4875|1|15|P|Passenger Side|FBC4P|Floorboard point C4, passenger side|3166|457|-518|3172|468|-537|R35606
4875|1|16|D|Driver Side|FBD4D|Floorboard point D4, driver side|3156|-222|-491|3134|-175|-484|R35606
4875|1|16|P|Passenger Side|FBD4P|Floorboard point D4, passenger side|3175|567|-524|3177|587|-537|R35606
4875|1|17|D|Driver Side|FBA5D|Floorboard point A5, driver side|3060|-583|-521|3041|-543|-487|R35606
4875|1|17|P|Passenger Side|FBA5P|Floorboard point A5, passenger side|3061|220|-507|3056|251|-535|R35606
4875|1|18|D|Driver Side|FBB5D|Floorboard point B5, driver side|3059|-472|-515|3038|-422|-480|R35606
4875|1|18|P|Passenger Side|FBB5P|Floorboard point B5, passenger side|3065|334|-519|3064|350|-535|R35606
4875|1|19|D|Driver Side|FBC5D|Floorboard point C5, driver side|3066|-355|-502|3039|-304|-481|R35606
4875|1|19|P|Passenger Side|FBC5P|Floorboard point C5, passenger side|3065|459|-521|3069|477|-537|R35606
4875|1|20|D|Driver Side|FBD5D|Floorboard point D5, driver side|3069|-232|-493|3039|-182|-486|R35606
4875|1|20|P|Passenger Side|FBD5P|Floorboard point D5, passenger side|3069|582|-524|3072|592|-544|R35606
4875|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|3276|-368|-699|3183|-336|-686|R35606
4875|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|3024|-493|-980|2984|-477|-980|R35606
4875|1|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|3020|169|-972|3005|209|-990|R35606
4875|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|3019|-202|-971|3007|-184|-981|R35606
4875|1|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|3021|463|-997|3013|507|-998|R35606
4875|1|24|C|Steering Column|SC|Steering column|2791|-356|-1158|2778|-365|-1197|R35606
4875|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|1062|-786|-1152|1066|-785|-1154|R35606
4875|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|1059|788|-1159|1065|790|-1162|R35606
4990|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3703|330|24|3443|317|-69|040325-1
4990|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3662|-510|59|3524|-497|-2|040325-1
4990|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3703|477|21|3473|460|-71|040325-1
4990|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3663|-349|65|3488|-355|-8|040325-1
4990|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3589|631|-29|3504|633|-56|040325-1
4990|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3653|-173|69|3444|-189|-9|040325-1
4990|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|3556|-634|23|3489|-647|5|040325-1
4990|1|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|3626|326|101|3419|330|31|040325-1
4990|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|3614|-514|114|3501|-500|64|040325-1
4990|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|3624|476|107|3444|471|43|040325-1
4990|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|3616|-353|110|3443|-358|58|040325-1
4990|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|3543|628|62|3465|633|40|040325-1
4990|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|3611|-171|119|3417|-193|44|040325-1
4990|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|3555|325|168|3419|332|130|040325-1
4990|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|3559|-530|165|3472|-522|131|040325-1
4990|1|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|3548|482|173|3434|469|135|040325-1
4990|1|11|D|Driver Side|TPC3D|Toepan point C3, driver side|3563|-351|163|3409|-351|130|040325-1
4990|1|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|3516|627|161|3447|622|140|040325-1
4990|1|12|D|Driver Side|TPD3D|Toepan point D3, driver side|3563|-175|168|3420|-190|113|040325-1
4990|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|3469|-389|-25|3317|-438|-131|040325-1
4990|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|3279|-555|-367|3255|-568|-375|040325-1
4990|1|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|3282|296|-358|3229|287|-372|040325-1
4990|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|3288|-224|-371|3240|-237|-386|040325-1
4990|1|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|3279|572|-360|3247|563|-365|040325-1
4990|1|24|C|Steering Column|SC|Steering column|3013|-392|-548|3015|-425|-614|040325-1
4990|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|2940|-600|150|2939|-598|163|040325-1
4990|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|2948|611|157|2947|609|156|040325-1
5034|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3623|239|-56|3566|226|-223|040401-1
5034|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3615|-627|-57|3588|-616|-186|040401-1
5034|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3638|406|-46|3590|393|-207|040401-1
5034|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3623|-427|-41|3569|-421|-196|040401-1
5034|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3630|591|-59|3603|569|-202|040401-1
5034|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3597|-250|-46|3543|-250|-181|040401-1
5034|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|3496|-610|18|3488|-604|-80|040401-1
5034|1|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|3541|237|0|3506|230|-145|040401-1
5034|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|3530|-624|0|3519|-617|-104|040401-1
5034|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|3544|410|-7|3532|394|-127|040401-1
5034|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|3529|-424|2|3518|-422|-103|040401-1
5034|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|3544|595|-8|3539|577|-122|040401-1
5034|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|3537|-238|-3|3492|-242|-137|040401-1
5034|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|3456|233|55|3441|219|-71|040401-1
5034|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|3441|-618|56|3433|-613|-43|040401-1
5034|1|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|3452|414|47|3443|400|-72|040401-1
5034|1|11|D|Driver Side|TPC3D|Toepan point C3, driver side|3442|-424|49|3428|-422|-66|040401-1
5034|1|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|3456|598|51|3452|579|-59|040401-1
5034|1|12|D|Driver Side|TPD3D|Toepan point D3, driver side|3452|-232|53|3435|-229|-63|040401-1
5034|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|3438|-423|-146|3356|-441|-270|040401-1
5034|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|3162|-557|-407|3111|-563|-488|040401-1
5034|1|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|3165|310|-400|3119|311|-484|040401-1
5034|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|3150|-232|-423|3084|-236|-488|040401-1
5034|1|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|3169|478|-397|3126|479|-479|040401-1
5034|1|24|C|Steering Column|SC|Steering column|0|0|0|2926|-410|-652|040401-1
5034|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|2944|-547|62|2944|-552|15|040401-1
5034|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|2956|535|57|2953|521|-6|040401-1
5036|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3332|306|193|3269|306|176|040405
5036|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3314|-582|212|3283|-560|218|040405
5036|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3337|463|194|3286|461|186|040405
5036|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3315|-411|214|3270|-390|219|040405
5036|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3307|641|166|3278|641|171|040405
5036|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3312|-240|213|3235|-225|205|040405
5036|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|3126|-647|191|3103|-641|204|040405
5036|1|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|3252|296|269|3204|297|265|040405
5036|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|3229|-587|266|3211|-570|286|040405
5036|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|3242|466|260|3216|464|272|040405
5036|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|3238|-407|269|3212|-390|294|040405
5036|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|3244|648|258|3222|647|265|040405
5036|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|3228|-235|269|3157|-232|268|040405
5036|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|3141|292|317|3117|296|335|040405
5036|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|3138|-585|317|3124|-572|340|040405
5036|1|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|3141|468|322|3119|470|339|040405
5036|1|11|D|Driver Side|TPC3D|Toepan point C3, driver side|3141|-408|319|3123|-396|350|040405
5036|1|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|3138|643|321|3119|646|333|040405
5036|1|12|D|Driver Side|TPD3D|Toepan point D3, driver side|3143|-234|320|3120|-225|334|040405
5036|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|3077|-358|99|2914|-360|-5|040405
5036|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|2798|-524|-247|2763|-536|-231|040405
5036|1|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|2807|250|-240|2776|261|-231|040405
5036|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|2802|-236|-238|2765|-243|-219|040405
5036|1|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|2793|489|-249|2770|501|-242|040405
5036|1|24|C|Steering Column|SC|Steering column|2605|-374|-422|2592|-402|-375|040405
5036|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|2524|-577|256|2508|-573|278|040405
5036|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|2532|568|255|2517|581|271|040405
5061|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|4411|470|-248|4431|454|-328|040415-1
5061|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|4395|-659|-216|4413|-644|-277|040415-1
5061|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|4442|598|-243|4464|581|-324|040415-1
5061|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|4410|-509|-181|4426|-495|-244|040415-1
5061|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|4395|748|-285|4416|730|-363|040415-1
5061|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|4385|-360|-207|4400|-345|-274|040415-1
5061|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|4331|-758|-188|4349|-743|-246|040415-1
5061|1|5|P|Passenger Side|TPA2P|Toepan point A2, passenger side|4304|468|-154|4327|453|-228|040415-1
5061|1|6|D|Driver Side|TPB2D|Toepan point B2, driver side|4298|-661|-127|4318|-644|-185|040415-1
5061|1|6|P|Passenger Side|TPB2P|Toepan point B2, passenger side|4308|600|-136|4334|584|-212|040415-1
5061|1|7|D|Driver Side|TPC2D|Toepan point C2, driver side|4297|-513|-128|4315|-499|-188|040415-1
5061|1|7|P|Passenger Side|TPC2P|Toepan point C2, passenger side|4306|761|-140|4332|747|-216|040415-1
5061|1|8|D|Driver Side|TPD2D|Toepan point D2, driver side|4298|-357|-128|4316|-340|-192|040415-1
5061|1|9|P|Passenger Side|TPA3P|Toepan point A3, passenger side|4171|465|-63|4200|452|-132|040415-1
5061|1|10|D|Driver Side|TPB3D|Toepan point B3, driver side|4194|-665|-74|4216|-650|-129|040415-1
5061|1|10|P|Passenger Side|TPB3P|Toepan point B3, passenger side|4168|604|-58|4198|593|-128|040415-1
5061|1|11|D|Driver Side|TPC3D|Toepan point C3, driver side|4193|-515|-72|4213|-499|-130|040415-1
5061|1|11|P|Passenger Side|TPC3P|Toepan point C3, passenger side|4174|764|-59|4204|752|-131|040415-1
5061|1|12|D|Driver Side|TPD3D|Toepan point D3, driver side|4192|-352|-71|4212|-338|-131|040415-1
5061|1|21|D|Driver Side|GCBP|Geometric center of brake pedal, driver side|4197|-487|-278|4213|-474|-339|040415-1
5061|1|22|D|Driver Side|UIPLD|Upper IP left knee, driver side|3959|-617|-603|3989|-605|-652|040415-1
5061|1|22|P|Passenger Side|UIPLP|Upper IP left knee, passenger side|3972|448|-575|3991|434|-637|040415-1
5061|1|23|D|Driver Side|UIPRD|Upper IP right knee ,driver side|3960|-346|-605|3991|-335|-656|040415-1
5061|1|23|P|Passenger Side|UIPRP|Upper IP right knee , passenger side|3973|603|-576|3998|589|-641|040415-1
5061|1|24|C|Steering Column|SC|Steering column|3765|-490|-787|3780|-484|-828|040415-1
5061|1|25|D|Driver Side|SBD|Front outboard seat-attachment point, driver side|3697|-666|-137|3718|-654|-164|040415-1
5061|1|25|P|Passenger Side|SBP|Front outboard seat-attachment point, passenger|3697|667|-134|3724|657|-181|040415-1
5062|1|1|P|Passenger Side|TPA1P|Toepan point A1, passenger side|3370|201|236|3321|203|217|040506-1
5062|1|2|D|Driver Side|TPB1D|Toepan point B1, driver side|3343|-627|146|3321|-624|143|040506-1
5062|1|2|P|Passenger Side|TPB1P|Toepan point B1, passenger side|3386|392|223|3343|394|199|040506-1
5062|1|3|D|Driver Side|TPC1D|Toepan point C1, driver side|3392|-422|168|3348|-412|155|040506-1
5062|1|3|P|Passenger Side|TPC1P|Toepan point C1, passenger side|3330|641|188|3306|648|178|040506-1
5062|1|4|D|Driver Side|TPD1D|Toepan point D1, driver side|3390|-158|208|3287|-155|192|040506-1
5062|1|5|D|Driver Side|TPA2D|Toepan point A2, driver side|3224|-617|281|3231|-612|283|040506-1
