TSTNO| BARRIG| BARRIGD| BARSHP| BARSHPD| BARANG| BARDIA| BARCOM 
2187|R|RIGID|POL|POLE|0|305|CENTER OF POLE ALIGNED W/CENTERLINE OF VEHICLE
2188|R|RIGID|POL|POLE|0|305|CENTER OF POLE ALIGNED W/CENTERLINE OF VEHICLE
2189|R|RIGID|POL|POLE|0|305|CENTER OF POLE ALIGNED W/CENTERLINE OF VEHICLE
2191|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2192|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2193|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2194|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2195|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2196|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2197|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2198|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2199|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2200|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2201|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2202|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2203|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2204|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2205|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2207|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2208|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2209|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2211|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2212|R|RIGID|LCB|LOAD CELL BARRIER|0||10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2213|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2214|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2221|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2222|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2223|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2229|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2230|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2231|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2232|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2233|R|RIGID|FLB|FLAT BARRIER|0|1000|3.048*3.66*1.5 METER CONCRETE BARRIER.
2234|R|RIGID|FLB|FLAT BARRIER|0|1000|3.048*3.66*1.5 METER CONCRETE BARRIER.
2235|R|RIGID|FLB|FLAT BARRIER|0||3.048*3.66*1.5 METER CONCRETE BARRIER.
2239|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2240|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2241|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2242|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2243|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2244|R|RIGID|FLB|FLAT BARRIER|0||3.048*3.66*1.5 METER CONCRETE BARRIER.
2245|R|RIGID|FLB|FLAT BARRIER|0||3.048*3.66*1.5 METER CONCRETE BARRIER.
2246|R|RIGID|FLB|FLAT BARRIER|0||3.048*3.66*1.5 METER CONCRETE BARRIER.
2247|R|RIGID|FLB|FLAT BARRIER|0|1000|3.048*3.66*1.5 METER CONCRETE BARRIER.
2248|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2249|D|DEFORMABLE|IAT|IMPACT ATTENUATOR|||FMVSS 214 SIDE IMPACTOR
2250|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2251|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2252|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2253|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2254|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2255|R|RIGID|FLB|FLAT BARRIER|0||3.048*3.66*1.5 METER CONCRETE BARRIER.
2256|R|RIGID|FLB|FLAT BARRIER|0||3.048*3.66*1.5 METER CONCRETE BARRIER.
2257|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2260|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2261|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2262|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2263|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2264|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2265|R|RIGID|FLB|FLAT BARRIER|0|-10|3.048*3.66*1.5 METER CONCRETE BARRIER.
2266|R|RIGID|POL|POLE|0||THE RIGID POLE HAS THREE SEMICIRCULAR SECTIONS OF EXTRA-HEAVY-WALLED P
2277|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2278|R|RIGID|POL|POLE|0|222|FACE_PLATES_ATTACHED TO POLE STRUCTURE
2279|R|RIGID|FLB|FLAT BARRIER|0||3.048*3.66*1.5 METER CONCRETE BARRIER.
2280|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
2282|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2296|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2297|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2298|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2299|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2302|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2303|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2311|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2312|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2313|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2314|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2315|D|DEFORMABLE|FLB|FLAT BARRIER|0||NO COMMENTS
2317|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2319|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2320|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2327|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2329|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2330|R|RIGID|OTH|OTHER|0|1000|B
2331|R|RIGID|OTH|OTHER|0|1000|B
2332|R|RIGID|OTH|OTHER|0|1000|N
2333|R|RIGID|OTH|OTHER|0|1000|N
2334|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
2335|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2336|R|RIGID|FLB|FLAT BARRIER|0|1000|3.048*3.66*1.5 METER CONCRETE BARRIER.
2341|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2342|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2343|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2349|R|RIGID|FLB|FLAT BARRIER|0||BARRIER 50% OFFSET TO LEFT HALF OF VEHICLE
2350|R|RIGID|FLB|FLAT BARRIER|0||BARRIER 50% OFFSET TO LEFT HALF OF VEHICLE
2351|R|RIGID|FLB|FLAT BARRIER|0||BARRIER 50% OFFSET TO LEFT HALF OF VEHICLE
2352|R|RIGID|FLB|FLAT BARRIER|0||BARRIER 50% OFFSET TO LEFT HALF OF VEHICLE
2353|R|RIGID|FLB|FLAT BARRIER|0||BARRIER 50% OFFSET TO LEFT HALF OF VEHICLE
2354|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2356|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2357|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2358|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2359|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2360|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2361|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2362|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2366|R|RIGID|POL|POLE|0|220|FACE_PLATES_ATTACHED TO POLE STRUCTURE 6 LOAD CELLS FOIL SMALL RIGID
2367|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2368|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2369|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENT
2370|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2371|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2372|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2373|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2374|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2376|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2377|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2378|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2380|R|RIGID|FLB|FLAT BARRIER|0|1000|NO COMMENTS
2390|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
2395|D|DEFORMABLE|OTH|OTHER|||MODIFIED HEAVY TRUCK BUMPER BARRIER
2398|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2404|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2405|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2406|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2409|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2412|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2413|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2414|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2427|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2428|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2429|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2430|R|RIGID|LCB|LOAD CELL BARRIER|0||NO COMMENTS
2434|R|RIGID|FLB|FLAT BARRIER|0|1000|3.048*3.66*1.5 METER CONCRETE BARRIER.
2436|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2437|R|RIGID|FLB|FLAT BARRIER|0||NO COMMENTS
2441|R|RIGID|FLB|FLAT BARRIER|0|1000|3.048*3.66*1.5 METER CONCRETE BARRIER.
2442|R|RIGID|FLB|FLAT BARRIER|0|-10|3.048*3.66*1.5 METER CONCRETE BARRIER.
2443|R|RIGID|FLB|FLAT BARRIER|0|1000|3.048*3.66*1.5 METER CONCRETE BARRIER.
2444|R|RIGID|FLB|FLAT BARRIER|0|1000|3.048*3.66*1.5 METER CONCRETE BARRIER.
2449|R|RIGID|FLB|FLAT BARRIER|0|999|3.048*3.66*1.5 METER CONCRETE BARRIER.
2450|R|RIGID|FLB|FLAT BARRIER|0|999|3.048*3.66*1.5 METER CONCRETE BARRIER.
2452|R|RIGID|LCB|LOAD CELL BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2453|R|RIGID|LCB|LOAD CELL BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2454|R|RIGID|LCB|LOAD CELL BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2455|R|RIGID|LCB|LOAD CELL BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2456|R|RIGID|LCB|LOAD CELL BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2457|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2458|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2459|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2460|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2461|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2462|R|RIGID|FLB|FLAT BARRIER|0|999|3.048*3.66*1.5 METER CONCRETE BARRIER.
2463|R|RIGID|FLB|FLAT BARRIER|0|999|3.048*3.66*1.5 METER CONCRETE BARRIER.
2464|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2465|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2466|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2467|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
2468|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
2469|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
2475|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2476|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2478|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2487|R|RIGID|LCB|LOAD CELL BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2488|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2489|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
2492|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2496|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2497|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
2498|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
2527|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2528|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2529|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2530|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2531|R|RIGID|LCB|LOAD CELL BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2540|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2542|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2543|R|RIGID|FLB|FLAT BARRIER|0|0|
2546|R|RIGID|LCB|LOAD CELL BARRIER|0|99999|NO COMMENTS
2548|R|RIGID|LCB|LOAD CELL BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2549|R|RIGID|LCB|LOAD CELL BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2550|R|RIGID|LCB|LOAD CELL BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2551|R|RIGID|LCB|LOAD CELL BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2552|R|RIGID|LCB|LOAD CELL BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2556|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2557|R|RIGID|UNK|UNKNOWN|0|999|
2558|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
2562|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
2563|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2564|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2565|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2566|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2567|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2568|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2569|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2570|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2571|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2572|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2573|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2574|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2575|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2576|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2577|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2578|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2579|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2581|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2582|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2583|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2584|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2585|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2586|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2587|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2588|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2589|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2590|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2591|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2592|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2593|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2594|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2596|R|RIGID|FAB|FLAT ANGLED BARRIER|30|999|NO COMMENTS
2597|R|RIGID|FAB|FLAT ANGLED BARRIER|30|999|NO COMMENTS
2598|R|RIGID|FAB|FLAT ANGLED BARRIER|30|999|NO COMMENTS
2599|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2600|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2602|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2603|D|DEFORMABLE|UNK|UNKNOWN|0|999|NA
2604|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2605|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2606|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2607|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2608|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2609|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2610|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2611|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2613|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2614|R|RIGID|FLB|FLAT BARRIER|0|999|NO COMMENTS
2629|D|DEFORMABLE|UNK|UNKNOWN|0|999|
2637|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO DATA COLLECTED
2638|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO DATA COLLECTED ON A1,B1,C1,D1,D2,D3,D4,D5,D6,D7,D8,D9
2640|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO DATA COLLECTED ON BARRIER
2642|R|RIGID|LCB|LOAD CELL BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2643|R|RIGID|LCB|LOAD CELL BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITH THE GFE LOAD CELL ASSEMBLY ATTACHED.
2644|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|0|EEVC DEFORMABLE OFFSET BARRIER (1000mm wide)
2661|R|RIGID|POL|POLE|0|255|FIXED RIGID POLE
2662|R|RIGID|POL|POLE|0|255|FIXED RIGID POLE
2663|R|RIGID|POL|POLE|0|255|FIXED RIGID POLE
2664|R|RIGID|POL|POLE|0|255|FIXED RIGID POLE
2665|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC DEFORMABLE OFFSET BARRIER (1000mm wide)
2671|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|CHANNELS NOT COLLECTED: A1,B1,C1, AND D1-D9
2672|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC DEFORMABLE OFFSET BARRIER (1000mm wide)
2673|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|CHANNELS NOT COLLECTED: A1,B1,C1, AND D1-D9
2674|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|CHANNELS NOT COLLECTED: A1,B1,C1, AND D1-D9
2675|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC DEFORMABLE OFFSET BARRIER (1000mm wide)
2676|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2677|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC DEFORMABLE OFFSET BARRIER (1000mm wide)
2678|D|DEFORMABLE|EOB|EEVC OFFSET BARRIER|0|9999|EEVC DEFORMABLE OFFSET BARRIER (1000mm wide)
2683|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2684|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2688|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2689|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2691|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2708|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2709|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2710|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
2711|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2712|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2713|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|NO COMMENTS
2714|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|RIGID MOUNTED LOAD CELL BARRIER, NO DATA COLLECTED
2726|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2731|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
2735|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|RIGID MOUNTED LOAD CELL BARRIER, NO DATA COLLECTED
2741|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|RIGID MOUNTED LOAD CELL BARRIER, NO DATA COLLECTED
2742|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|RIGID MOUNTED LOAD CELL BARRIER, NO DATA COLLECTED
2744|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
2746|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2747|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2748|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2749|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2750|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2751|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2754|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|ONLY 8 OF 36 CHANNELS COLLECTED, B3,B4,B5,B6,B7,C4,C5,C6.
2755|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|ONLY 8 OF 36 CHANNELS COLLECTED, B3,B4,B5,B6,B7,C4,C5,C6.
2756|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|RIGID MOUNTED LOAD CELL BARRIER, NO DATA COLLECTED
2763|R|RIGID|LCB|LOAD CELL BARRIER|0|9999|RIGID MOUNTED LOAD CELL BARRIER, NO DATA COLLECTED
2764|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2765|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2766|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2767|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2770|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2771|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2772|R|RIGID|FLB|FLAT BARRIER|0|999|10*12*5 FT. CONCRETE BARRIER WITHOUT LOAD CELL ASSEMBLY.
2773|R|RIGID|FLB|FLAT BARRIER|0|9999|NO COMMENTS
